HAM_proletarian_dictatorship;Socialist State of Hamburg;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
HAW_absolute_monarchy;Kingdom of Hawaii;;;;;;;;;;;;x;
HAW_prussian_constitutionalism;Kingdom of Hawaii;;;;;;;;;;;;x;
HAW_hms_government;Kingdom of Hawaii;;;;;;;;;;;;x;
HAW_democracy;Republic of Hawaii;;;;;;;;;;;;x;
HAW_bourgeois_dictatorship;Republic of Hawaii;;;;;;;;;;;;x;
HAW_presidential_dictatorship;Republic of Hawaii;;;;;;;;;;;;x;
HAW_fascist_dictatorship;Social Republic of Hawaii;;;;;;;;;;;;x;
HAW_proletarian_dictatorship;People's Republic of Hawaii;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
HEK_absolute_monarchy;Landgraviate of Hessel;;;;;;;;;;;;x;
HEK_prussian_constitutionalism; Principality of Hesse-Kassel;;;;;;;;;;;;x;
HEK_hms_government;Principality of Hesse-Kassel;;;;;;;;;;;;x;
HEK_democracy;Free State of Hesse-Kassel;;;;;;;;;;;;x;
HEK_bourgeois_dictatorship;Free State of Hesse-Kassel;;;;;;;;;;;;x;
HEK_presidential_dictatorship;Free State of Hesse-Kassel;;;;;;;;;;;;x;
HEK_fascist_dictatorship;Social State of Hesse-Kassel;;;;;;;;;;;;x;
HEK_proletarian_dictatorship;Democratic Republic of Hesse-Kassel;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
HES_absolute_monarchy;Landgraviate of Hesse-Darmstadt;;;;;;;;;;;;x;
HES_prussian_constitutionalism;Landgraviate of Hesse-Darmstadt;;;;;;;;;;;;x;
HES_hms_government;Landgraviate of Hesse-Darmstadt;;;;;;;;;;;;x;
HES_democracy;Free State of Hesse-Darmstadt;;;;;;;;;;;;x;
HES_bourgeois_dictatorship;Free State of Hesse-Darmstadt;;;;;;;;;;;;x;
HES_presidential_dictatorship;Free State of Hesse-Darmstadt;;;;;;;;;;;;x;
HES_fascist_dictatorship;Nationalist State of Hesse-Darmstadt;;;;;;;;;;;;x;
HES_proletarian_dictatorship;People's State of Hesse-Darmstadt;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
HUN_absolute_monarchy;Kingdom of Hungary;;;;;;;;;;;;x;
HUN_prussian_constitutionalism;Kingdom of Hungary;;;;;;;;;;;;x;
HUN_hms_government;Kingdom of Hungary;;;;;;;;;;;;x;
HUN_democracy;Republic of Hungary;;;;;;;;;;;;x;
HUN_bourgeois_dictatorship;Republic of Hungary;;;;;;;;;;;;x;
HUN_presidential_dictatorship;Republic of Hungary;;;;;;;;;;;;x;
HUN_fascist_dictatorship;Social Republic of Hungary;;;;;;;;;;;;x;
HUN_proletarian_dictatorship;People's Republic of Hungary;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
ICL_absolute_monarchy;Kingdom of Iceland;;;;;;;;;;;;;x
ICL_prussian_constitutionalism;Kingdom of Iceland;;;;;;;;;;;;;x
ICL_hms_government;Kingdom of Iceland;;;;;;;;;;;;;x
ICL_democracy;Republic of Iceland;;;;;;;;;;;;;x
ICL_presidential_dictatorship;Republic of Iceland;;;;;;;;;;;;;x
ICL_bourgeois_dictatorship;Republic of Iceland;;;;;;;;;;;;;x
ICL_proletarian_dictatorship;Worker's Republic of Iceland;;;;;;;;;;;;;x
ICL_fascist_dictatorship;Social Republic of Iceland;;;;;;;;;;;;;x 
;;;;;;;;;;;;;;x
IRE_absolute_monarchy;Kingdom of Ireland;;;;;;;;;;;;x;
IRE_prussian_constitutionalism;Kingdom of Ireland;;;;;;;;;;;;;x;
IRE_hms_government;Kingdom of Ireland;;;;;;;;;;;;;x;
IRE_democracy;Irish Free State;;;;;;;;;;;;x;
IRE_bourgeois_dictatorship;Republic of Ireland;;;;;;;;;;;;x;
IRE_presidential_dictatorship;Republic of Ireland;;;;;;;;;;;;x;
IRE_fascist_dictatorship;Socialist Republic of Ireland;;;;;;;;;;;;x;
IRE_proletarian_dictatorship;People's League of Ireland;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
ION_absolute_monarchy;Kingdom of the Ionian Islands;;;;;;;;;;;;x;
ION_prussian_constitutionalism;Kingdom of the Ionian Islands;;;;;;;;;;;;;x;
ION_hms_government;Kingdom of the Ionian Islands;;;;;;;;;;;;;x;
ION_democracy;United States of the Ionian Islands;;;;;;;;;;;;x;
ION_bourgeois_dictatorship;Republic of the Ionian Islands;;;;;;;;;;;;x;
ION_presidential_dictatorship;United States of the Ionian Islands;;;;;;;;;;;;x;
ION_fascist_dictatorship;Republic of the Ionian Islands;;;;;;;;;;;;x;
ION_proletarian_dictatorship;People's Republic of Ionia;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
ISR_absolute_monarchy;Kingdom of Israel;;;;;;;;;;;;;x
ISR_prussian_constitutionalism;Kingdom of Israel;;;;;;;;;;;;;x
ISR_hms_government;Kingdom of Israel;;;;;;;;;;;;;x
ISR_democracy;Republic of Israel;;;;;;;;;;;;;x
ISR_presidential_dictatorship;Republic of Israel;;;;;;;;;;;;;x
ISR_bourgeois_dictatorship;Republic of Israel;;;;;;;;;;;;;x
ISR_proletarian_dictatorship;Socialist Republic of Israel;;;;;;;;;;;;;x
ISR_fascist_dictatorship;National Republic of Israel;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
JAP_absolute_monarchy;Empire of Japan;;Japanisches Shogunat;;;;;;;;;;;x;
JAP_hms_government;Empire of Japan;;Kaiserreich Japan;;;;;;;;;;;x;
JAP_prussian_constitutionalism;Empire of Japan;;Kaiserreich Großjapan;;;;;;;;;;;x;
JAP_democracy;Republic of Japan;;Japanische Republik;;;;;;;;;;;x;
JAP_presidential_dictatorship;Republic of Japan;;Japanisches Shogunat;;;;;;;;;;;x;
JAP_fascist_dictatorship;Empire of Japan;;Japanisches Shogunat;;;;;;;;;;;x;
JAP_bourgeois_dictatorship;Republic of Japan;;Japanische Republik;;;;;;;;;;;x;
JAP_proletarian_dictatorship;People's Republic of Japan;;Japanische Volksrepublik;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
KOK_absolute_monarchy;Kokand Khanate;;;;;;;;;;;;x;
KOK_prussian_constitutionalism;Kokand Khanate;;;;;;;;;;;;x;
KOK_hms_government;Kokand Khanate;;;;;;;;;;;;x;
KOK_democracy;Republic of Kokandistan;;;;;;;;;;;;x;
KOK_bourgeois_dictatorship;Republic of Kokandistan;;;;;;;;;;;;;x;
KOK_presidential_dictatorship;Republic of Kokandistan;;;;;;;;;;;;x;
KOK_fascist_dictatorship;Nationalist Republic of Kokandistan;;;;;;;;;;;;x;
KOK_proletarian_dictatorship;People's Republic of Kokandistan;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
KRA_absolute_monarchy;Grand Duchy of Kraków;;;;;;;;;;;;x;
KRA_prussian_constitutionalism;Grand Duchy of Kraków;;;;;;;;;;;;x;
KRA_hms_government;Grand Duchy of Kraków;;;;;;;;;;;;x;
KRA_democracy;Free City of Kraków;;;;;;;;;;;;x;
KRA_bourgeois_dictatorship;Free City of Kraków;;;;;;;;;;;;x;
KRA_presidential_dictatorship;Free City of Kraków;;;;;;;;;;;;x;
KRA_fascist_dictatorship;Social Republic of Kraków;;;;;;;;;;;;x;
KRA_proletarian_dictatorship;Laborers' Communion of Kraków;;;;;;;;;;;;x; 
;;;;;;;;;;;;;;x
KUK_absolute_monarchy;Austro-Hungarian Empire;;;;;;;;;;;;x;
KUK_prussian_constitutionalism;Austro-Hungarian Empire;;;;;;;;;;;;x;
KUK_hms_government;Austro-Hungarian Empire;;;;;;;;;;;;x;
KUK_democracy;Republic of Austro-Hungary;;;;;;;;;;;;x;
KUK_democracy_ADJ;Danubian;Danubien;Donau-;;;;;;;;;;;x
KUK_bourgeois_dictatorship;Republic of Austro-Hungary;;;;;;;;;;;;x;
KUK_presidential_dictatorship;Republic of Austro-Hungary;;;;;;;;;;;;x;
KUK_fascist_dictatorship;Republic of Austro-Hungary;;;;;;;;;;;;x;
KUK_proletarian_dictatorship;Democratic Republic of Austro-Hungary;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
MTC_absolute_monarchy;Metis Confederacy;;;;;;;;;;;;x;
MTC_prussian_constitutionalism;Metis Confederacy;;;;;;;;;;;;;x;
MTC_hms_government;Dominion of Manitoba;;;;;;;;;;;;;x;
MTC_democracy;Republic of Manitoba;;;;;;;;;;;;x;
MTC_bourgeois_dictatorship;Republic of Manitoba;;;;;;;;;;;;x;
MTC_presidential_dictatorship;Republic of Manitoba;;;;;;;;;;;;x;
MTC_fascist_dictatorship;Metis Republic of Manitoba;;;;;;;;;;;;x; 
MTC_proletarian_dictatorship;People's Republic of Manitoba;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
NOR_absolute_monarchy;Kingdom of Norway;;;;;;;;;;;;x;
NOR_prussian_constitutionalism;Kingdom of Norway;;;;;;;;;;;;x;
NOR_hms_government;Kingdom of Norway;;;;;;;;;;;;x;
NOR_democracy;Republic of Norway;;;;;;;;;;;;x;
NOR_bourgeois_dictatorship;Republic of Norway;;;;;;;;;;;;;x;
NOR_presidential_dictatorship;Republic of Norway;;;;;;;;;;;;x;
NOR_fascist_dictatorship;Social Republic of Norway;;;;;;;;;;;;x;
NOR_proletarian_dictatorship;Democratic Republic of Norway;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
NZL_absolute_monarchy;Kingdom of New Zealand;;;;;;;;;;;;x;
NZL_prussian_constitutionalism;Kingdom of New Zealand;;;;;;;;;;;;x;
NZL_hms_government;Dominion of New Zealand;;;;;;;;;;;;x;
NZL_democracy;Republic of New Zealand;;;;;;;;;;;;x;
NZL_bourgeois_dictatorship;Republic of New Zealand;;;;;;;;;;;;;x;
NZL_presidential_dictatorship;Republic of New Zealand;;;;;;;;;;;;x;
NZL_fascist_dictatorship;Cross Republic of New Zealand;;;;;;;;;;;;;x;
NZL_proletarian_dictatorship;Democratic Republic of New Zealand;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
PAP_absolute_monarchy;Papal States;;;;;;;;;;;;x;
PAP_prussian_constitutionalism;Papal States;;;;;;;;;;;;x;
PAP_hms_government;Papal States;;;;;;;;;;;;x;
PAP_democracy;Republic of Rome;;;;;;;;;;;;x;
PAP_bourgeois_dictatorship;Republic of Rome;;;;;;;;;;;;x;
PAP_presidential_dictatorship;Republic of Rome;;;;;;;;;;;;x;
PAP_fascist_dictatorship;Holy Republic of Rome;;;;;;;;;;;;x;
PAP_proletarian_dictatorship;Socialist Republic of Rome;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
PRU_absolute_monarchy;Kingdom of Prussia;;;;;;;;;;;;x;
PRU_prussian_constitutionalism;Kingdom of Prussia;;;;;;;;;;;;x;
PRU_hms_government;Kingdom of Prussia;;;;;;;;;;;;x;
PRU_democracy;Republic of Prussia;;;;;;;;;;;;x;
PRU_bourgeois_dictatorship;Republic of Prussia;;;;;;;;;;;;x;
PRU_presidential_dictatorship;Republic of Prussia;;;;;;;;;;;;x;
PRU_fascist_dictatorship;National Republic of Prussia;;;;;;;;;;;;x;
PRU_proletarian_dictatorship;People's Republic of Prussia;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
POL_absolute_monarchy;Kingdom of Poland;;;;;;;;;;;;x;
POL_prussian_constitutionalism;Kingdom of Poland;;;;;;;;;;;;x;
POL_hms_government;Kingdom of Poland;;;;;;;;;;;;x;
POL_democracy;Republic of Poland;;;;;;;;;;;;x;
POL_bourgeois_dictatorship;Republic of Poland;;;;;;;;;;;;x;
POL_presidential_dictatorship;Republic of Poland;;;;;;;;;;;;x;
POL_fascist_dictatorship;Social Republic of Poland;;;;;;;;;;;;x;
POL_proletarian_dictatorship;People's Republic of Poland;;;;;;;;;;;;x; 
;;;;;;;;;;;;;;x
POR_absolute_monarchy;Kingdom of Portugal;;;;;;;;;;;;;x
POR_prussian_constitutionalism;Kingdom of Portugal;;;;;;;;;;;;;x
POR_hms_government;Kingdom of Portugal;;;;;;;;;;;;;x
POR_democracy;Republic of Portugal;;;;;;;;;;;;;x
POR_presidential_dictatorship;Republic of Portugal;;;;;;;;;;;;;x
POR_bourgeois_dictatorship;Republic of Portugal;;;;;;;;;;;;;x
POR_proletarian_dictatorship;Democratic Republic of Portugal;;;;;;;;;;;;;x
POR_fascist_dictatorship;Nationalist Republic of Portugal;;;;;;;;;;;;;x
;;;;;;;;;;;;;x
RUS_absolute_monarchy;Russian Empire;;;;;;;;;;;;x;
RUS_prussian_constitutionalism;Russian Empire;;;;;;;;;;;;;x;
RUS_hms_government;Russian Empire;;;;;;;;;;;;;x;
RUS_democracy;Russian Federation;;;;;;;;;;;;x;
RUS_bourgeois_dictatorship;Republic of Russia;;;;;;;;;;;;x;
RUS_presidential_dictatorship;Russian Federation;;;;;;;;;;;;x;
RUS_fascist_dictatorship;Fascist Republic of Russia;;;;;;;;;;;;x;
RUS_proletarian_dictatorship;Union of Soviet Socialist Republics;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
SAX_absolute_monarchy;Kingdom of Saxony;;;;;;;;;;;;;x
SAX_prussian_constitutionalism;Kingdom of Saxony;;;;;;;;;;;;;x
SAX_hms_government;Kingdom of Saxony;;;;;;;;;;;;;x
SAX_democracy;Free State of Saxony;;;;;;;;;;;;;x
SAX_presidential_dictatorship;Free State of Saxony;;;;;;;;;;;;;x
SAX_bourgeois_dictatorship;Free State of Saxony;;;;;;;;;;;;;x
SAX_proletarian_dictatorship;People's Republic of Saxony;;;;;;;;;;;;;x
SAX_fascist_dictatorship;Free State of Saxony;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
SCA_absolute_monarchy;United Kingdoms of Scandinavia;;;;;;;;;;;;x;
SCA_prussian_constitutionalism;United Kingdoms of Scandinavia;;;;;;;;;;;;x;
SCA_hms_government;The United Kingdoms of Scandinavia;;;;;;;;;;;;x;
SCA_democracy;United Republics of Scandinavia;;;;;;;;;;;;x;
